"AS","BA","BB","BC","CA","CR","FC","FV","GB","KC","MC","ML","OF","PC","PR","PT","SB","SC","SH","SL","TB","WC","WF","WH"
1.36263736263736,1.53333333333333,1.16666666666667,1.525,1.53333333333333,1.50326797385621,1.48484848484848,1.125,1.36263736263736,1.53333333333333,1,1.35555555555556,1.33333333333333,1.20915032679739,1.3030303030303,1.5,1.3030303030303,1.36263736263736,1.5,1.35555555555556,1.54545454545455,1.125,1.525,1.45833333333333
1.47058823529412,1,1.40909090909091,1.49450549450549,1.25,1.31168831168831,1.23333333333333,1,1,1.42857142857143,1.36263736263736,1.16666666666667,1.2,1.29411764705882,1.50326797385621,1,1.2,2,1,1.53571428571429,1.42857142857143,1.47894736842105,1.42857142857143,1.14285714285714
1.08333333333334,1.25,1.52747252747253,1.39473684210526,1,1,1.42857142857143,1.29411764705882,1,1.1,1.40909090909091,1.20915032679739,1,1.1,1,1.53333333333333,1.25,1.36601307189543,2,1.20915032679739,1.18947368421053,1.325,1.36263736263736,1.2
1.08333333333334,1.36263736263736,1,1,1,1.525,1,1.09090909090909,1.53030303030303,1.4,1.125,1.325,1,1.08333333333334,1,1,1,1.29411764705882,1,1,1.1,1.18947368421053,1.24675324675325,1
1,1,1.26842105263158,1.17316017316017,1.14285714285714,1,1.11111111111111,1.09090909090909,1.23333333333333,1,1,1.11111111111111,1.3030303030303,1.22826086956522,1.11111111111111,1,1.23333333333333,1,1.16666666666667,1,1,1,1.09090909090909,1.08333333333334
1.50649350649351,1.52747252747253,1.53333333333333,1.52287581699346,1.52747252747253,1.52173913043478,1.53846153846154,1.29411764705882,1.49450549450549,1.50526315789474,1.53333333333333,1.52287581699346,1.525,1.4421052631579,1.53846153846154,2,1.40909090909091,1.53030303030303,1.53333333333333,1.5,1.49450549450549,1.52287581699346,1.54545454545455,1.52105263157895
1.49450549450549,1,1,2,1,1,1,1.14285714285714,1.16666666666667,1.11111111111111,1,1,1.53030303030303,1,1.42857142857143,1.53333333333333,1,1.35555555555556,1,1.46666666666667,1.40909090909091,1,1,1.08333333333334
1.34420289855073,1.125,1.29411764705882,1.41558441558442,1.52747252747253,1.39473684210526,1.525,1.36796536796537,1.23333333333333,1.18947368421053,1.53846153846154,1.11111111111111,1.45833333333333,1.33684210526316,1.36601307189543,1.6,1.16666666666667,1.47058823529412,1.55555555555556,1.11111111111111,1.18947368421053,1.52941176470588,1.4421052631579,1.36796536796537
1.34420289855073,1.325,1.11111111111111,1.47894736842105,1,1,1.11111111111111,1.09090909090909,1.125,1.45833333333333,1,1.23333333333333,1,1.08333333333334,1,1,1.14285714285714,1,1.16666666666667,1,1.29411764705882,1.1,1.41558441558442,1.15942028985507
1.22826086956522,1.45833333333333,1.18947368421053,1.53333333333333,1.53571428571429,1.52941176470588,1.45833333333333,1.31168831168831,1.325,1.325,1.14285714285714,1.52747252747253,1.23333333333333,1.15942028985507,1.20915032679739,1.33333333333333,1,1.29411764705882,1,1.325,1.36263736263736,1.29411764705882,1.24675324675325,1.45833333333333
1.48913043478261,1.43956043956044,1.52747252747253,1.47894736842105,1.3030303030303,1.42483660130719,1.52747252747253,1.5,1.40909090909091,1.14285714285714,1.46666666666667,1.20915032679739,1.53030303030303,1.4421052631579,1.40909090909091,1.53333333333333,1.43956043956044,1.53333333333333,1.54545454545455,1.525,1.36601307189543,1.52105263157895,1.39473684210526,1.33684210526316
1.26373626373626,1.53030303030303,1.33684210526316,NA,NA,1.35555555555556,1.26373626373626,1.36601307189543,1,1.66666666666667,1.25,1,1,1.39130434782609,1.48484848484848,1.33333333333333,1.23333333333333,1.4,1,1,1.53030303030303,1.36601307189543,1.42483660130719,1.31168831168831
1.15942028985507,1.23333333333333,1,1.09090909090909,1,1.28985507246377,1.36601307189543,1.09090909090909,1,1.1,1.125,1.11111111111111,1.125,1.08333333333334,1,1,1.125,1,1.16666666666667,1,1.39473684210526,1.1,1,1.08333333333334
1.15942028985507,1.14285714285714,1.1,1.09090909090909,1,1.08333333333334,1.29411764705882,1.24675324675325,1,1.1,1.125,1,1,1.15942028985507,1,1,1.26373626373626,1.20915032679739,1.16666666666667,1,1.18947368421053,1.26842105263158,1.24675324675325,1.08333333333334
1.47058823529412,1,1.39473684210526,1,1,1.08333333333334,1,1.24675324675325,1.125,1,1.125,1.20915032679739,1.325,1,1,1.53333333333333,1.125,1.45833333333333,1,1,1.29411764705882,1,1.41558441558442,1.08333333333334
1.24675324675325,1,1.26842105263158,1.26373626373626,1.5,1.26373626373626,1.43956043956044,1.325,1,1.33684210526316,1.16666666666667,1.26373626373626,1.16666666666667,1.08333333333334,1.52747252747253,1,1,1.4,1,1.26373626373626,1.36601307189543,1,1,1.42483660130719
1,1.14285714285714,1,1,1,1.08333333333334,1,1.36796536796537,1.325,1.29411764705882,1.325,1.20915032679739,1.125,1.22826086956522,1,1,1.125,1.11111111111111,1,1,1,1,1,1.28985507246377
1.09090909090909,1,1,1,1,1,1.11111111111111,1.09090909090909,1.125,1,1,1,1.125,1,1.20915032679739,1.53333333333333,1,1,1,1,1.18947368421053,1,1.09090909090909,1.08333333333334
1,1,1,1,1,1.43115942028986,1,1,1.125,1,1,1,1,1.08333333333334,1.11111111111111,1,1,1.11111111111111,1,1,1,1,1,1.08333333333334
1.08333333333334,1,1.18947368421053,1,1,1,1.11111111111111,1,1,1,1,1,1.125,1.28985507246377,1,1,1,1,1,1,1,1,1,1
1.5072463768116,1.45833333333333,1.18947368421053,1.52105263157895,1.52747252747253,1.50649350649351,1.47058823529412,1.31168831168831,1.45833333333333,1.52105263157895,1.5,1.42483660130719,1.23333333333333,1.39130434782609,1.50326797385621,1.53333333333333,1.5,1.50326797385621,1.25,1.4,1.50526315789474,1.20915032679739,1.50649350649351,1.51811594202899
1.50326797385621,1,1.53030303030303,1.36263736263736,1.25,1,1.16666666666667,1.4421052631579,1.35555555555556,1,1.54545454545455,1.11111111111111,1.54545454545455,1.52287581699346,1.52747252747253,1.6,1.48484848484848,1.23333333333333,1.46666666666667,1.36263736263736,1.52105263157895,1.52941176470588,1.325,1.49450549450549
1,1.23333333333333,1.18947368421053,1.09090909090909,1,1.15942028985507,1,1,1,1.1,1,1.42483660130719,1.23333333333333,1.08333333333334,1,1.33333333333333,1.125,1.11111111111111,1,1,1.1,1.26842105263158,1.31168831168831,1
1.15942028985507,1.125,1,1,1,1,1.29411764705882,1.09090909090909,1.23333333333333,1,1,1.20915032679739,1,1.08333333333334,1,1,1.4,1.11111111111111,1,1,1,1.1,1,1
1.28985507246377,1.125,1,1.09090909090909,1.36263736263736,1.28985507246377,1.11111111111111,1,1,1,1.325,1.125,1.23333333333333,1.15942028985507,1.325,1,1.125,1.20915032679739,1.16666666666667,1.11111111111111,1.1,1.18947368421053,1.17316017316017,1.15942028985507
1,1,1,1,1,1,1.45833333333333,1,1,1,1.23333333333333,1,1.23333333333333,1,1,1,1.14285714285714,1.20915032679739,1.46666666666667,1.125,1,1.1,1,1
1,1,1,1,1.14285714285714,1.22826086956522,1.11111111111111,1,1,1.11111111111111,1.125,1.11111111111111,1,1.08333333333334,1,1,1,1,1,1,1,1,1,1.08333333333334
1,1,1.11111111111111,1,1,1,1,1.36796536796537,1,1.1,1.125,1,1.125,1.15942028985507,1,1,1.125,1.20915032679739,1,1.42483660130719,1,1.18947368421053,1,1
1.15942028985507,1,1,1,1,1,1,1.09090909090909,1.23333333333333,1.1,1,1,1.23333333333333,1,1.11111111111111,1,1,1,1,1.20915032679739,1.1,1,1.09090909090909,1.15942028985507
1.08333333333334,1,1,1.42483660130719,1,1.08333333333334,1.20915032679739,1,1,1,1.125,1,1,1.17316017316017,1,1.33333333333333,1,1,1.16666666666667,1.11111111111111,1.33684210526316,1,1.24675324675325,1.15942028985507
1.08333333333334,1.42857142857143,1.33684210526316,1.09090909090909,1.53333333333333,1.41558441558442,1.14285714285714,1.09090909090909,1,1.53333333333333,1.23333333333333,1.525,1,1.22826086956522,1,1,1.125,1,1.35555555555556,1.125,1.20915032679739,1,1,1.41558441558442
1,1,1,1.09090909090909,1.14285714285714,1.15942028985507,1,1,1,1.1,1.125,1,1,1.15942028985507,1,1,1.125,1,1.40909090909091,1.11111111111111,1,1,1,1.08333333333334
1,1,1,1,1,1,1.36601307189543,1,1,1,1.325,1,1,1,1,1.33333333333333,1,1,1.48484848484848,1.42483660130719,1,1.1,1,1
1,1.23333333333333,1.26842105263158,1,1,1.09090909090909,1,1.17316017316017,1,1,1,1,1.125,1.15942028985507,1,1,1,1,1,1,1,1.26842105263158,1,1
1.48484848484849,1.23333333333333,1.36601307189543,1.31168831168831,1,1,1,1.41558441558442,1.45833333333333,1.1,1.45833333333333,1,1.325,1.34420289855073,1.47058823529412,1.53333333333333,1.4,1.52941176470588,1.16666666666667,1.43956043956044,1.39473684210526,1.33684210526316,1.36796536796537,1
1.47058823529412,1.49450549450549,1.52287581699346,1.50526315789474,1.53846153846154,1.34420289855073,1.52747252747253,1.45833333333333,1.49450549450549,1.525,1.53030303030303,1.525,1.43956043956044,1.47058823529412,1.5,1.5,1.53846153846154,1.53030303030303,1.57142857142857,1.52747252747253,1.53846153846154,1.53333333333333,1.52380952380952,1.53333333333333
1,1.125,1.20915032679739,1,1,1,1.11111111111111,1.39473684210526,1,1,1,1,1.125,1.17316017316017,1,1,1,1.29411764705882,1,1,1,1,1,1
1.29411764705882,1.40909090909091,1,1,1.14285714285714,1.15942028985507,1.11111111111111,1.1,1.325,1.1,1,1,1.26373626373626,1.17316017316017,1.23333333333333,1,1.26373626373626,1.11111111111111,1.16666666666667,1.29411764705882,1.1,1.1,1.33684210526316,1
1.49450549450549,1,1.11111111111111,1,1.14285714285714,1.34420289855073,1.11111111111111,1.42483660130719,1,1.1,1,1,1,1,1.25,NA,1.125,1.43956043956044,1,1.48484848484848,1.29411764705882,1.26842105263158,1.3030303030303,1
1,1,1,1,1,1,1.125,1.09090909090909,1.23333333333333,1,1,1,1,1,1,1,1.23333333333333,1.36601307189543,1,1.11111111111111,1,1.1,1.17316017316017,1.36796536796537
1.08333333333334,1,1.11111111111111,1.24675324675325,1.53030303030303,1.47058823529412,1.53333333333333,1.1,1,1.52941176470588,1,1.53030303030303,1.125,1.22826086956522,1.11111111111111,1.53333333333333,1,1.325,1.25,1.11111111111111,1,1.14285714285714,1,1.525
1,1.23333333333333,1,1.41558441558442,1,1.08333333333334,1,1.31168831168831,1.125,1,1.125,1,1.23333333333333,1.15942028985507,1.4,1,1.125,1,1,1.29411764705882,1.18947368421053,1,1,1
1.46666666666667,1.525,1.4,1.47894736842105,1.36263736263736,1.51811594202899,1.47058823529412,1.4,1.125,1.525,1.40909090909091,1.525,1.2,1.5072463768116,1.45833333333333,1.5,1.40909090909091,1.42857142857143,1.46666666666667,1.11111111111111,1.33684210526316,1.26842105263158,1.42483660130719,1.51948051948052
1,1.43956043956044,1.23333333333333,1.125,1.36263736263736,1.48484848484848,1.25,1.20915032679739,1.3030303030303,1.47894736842105,1,1.52747252747253,1.53571428571429,1.16666666666667,1.29411764705882,1.53333333333333,1.52747252747253,1.125,1.42857142857143,1,1,1.4,1.39473684210526,1.50326797385621
1,1.52747252747253,1,1.09090909090909,1,1.42483660130719,1.36601307189543,1.09090909090909,1.125,1.46666666666667,1,1.45833333333333,1,1.08333333333334,1,1,1.125,1,1,1.11111111111111,1,1.18947368421053,1.17316017316017,1.4
1.08333333333334,1,1,1.24675324675325,1,1,1.11111111111111,1.18947368421053,1,1,1,1,1,1,1.20915032679739,1,1.125,1.29411764705882,1,1,1.26842105263158,1,1,1
1.43115942028986,1.26373626373626,1.5,1.36796536796537,1,1.31168831168831,1.125,1.39473684210526,1.23333333333333,1.36601307189543,1.23333333333333,1.40909090909091,1.45833333333333,1.22826086956522,1.36601307189543,1,1.4,1.42483660130719,1,1.42483660130719,1.20915032679739,1.47058823529412,1.36796536796537,1
1,1.53030303030303,1.53030303030303,1.24675324675325,1.49450549450549,1.49450549450549,1.53030303030303,1.36601307189543,1,1.525,1.2,1.54545454545455,1.53333333333333,1.53333333333333,1,1,1,1.29411764705882,1.25,1.6,1.49450549450549,1.125,1.23333333333333,1.52105263157895
1.22826086956522,1.23333333333333,1.23333333333333,1,1,1.15942028985507,1.29411764705882,1.26842105263158,1,1.1,1.125,1,1.14285714285714,1.26842105263158,1,1,1.43956043956044,1,1.16666666666667,1.20915032679739,1,1,1.09090909090909,1.22826086956522
1.46376811594203,1.49450549450549,1.40909090909091,1.50526315789474,1.52747252747253,1.43956043956044,1.4,1.52747252747253,1.43956043956044,1.36601307189543,1.36263736263736,1.4,1.53333333333333,1.50649350649351,1.525,1.33333333333333,1.52747252747253,1.52747252747253,1.53333333333333,1.36263736263736,1.42483660130719,1.54545454545455,1.52631578947368,1.52380952380952
1.08333333333334,1,1.11111111111111,1.09090909090909,1,1,1.11111111111111,1.17316017316017,1,1.1,1.23333333333333,1,1,1.08333333333334,1.11111111111111,1.5,1.125,1.125,1,1,1,1.18947368421053,1.17316017316017,1.15942028985507
1.34420289855073,1.43956043956044,1.50526315789474,1.52287581699346,1.52747252747253,1.50526315789474,1.26373626373626,1.31168831168831,1,1.53571428571429,1.54545454545455,1.5,1.23333333333333,1.50326797385621,1.26373626373626,1.66666666666667,1.5,1.3030303030303,1.53333333333333,1.47058823529412,1.52941176470588,1.50326797385621,1.50649350649351,1.48913043478261
1.5072463768116,1.42857142857143,1.49450549450549,1.40909090909091,1,1,1.20915032679739,1.52287581699346,1.3030303030303,1.1,1.53030303030303,1,1.3030303030303,1.36796536796537,1.525,1.5,1.23333333333333,1.36263736263736,1,1.45833333333333,1.52747252747253,1.52105263157895,1.525,1.325
1.53333333333333,1.43956043956044,1.47894736842105,1.53030303030303,1,1.09090909090909,1.53030303030303,1.5,1,1.26842105263158,1.52747252747253,1.11111111111111,1.53030303030303,1.52380952380952,1.3030303030303,1.5,1.40909090909091,1.53030303030303,1.53030303030303,1.53333333333333,1.53846153846154,1.49450549450549,1.52105263157895,1.50649350649351
1.42483660130719,1.125,1.325,1.26842105263158,1.14285714285714,1,1.11111111111111,1.18947368421053,1.16666666666667,1,1.40909090909091,1.11111111111111,1.36263736263736,1.26842105263158,1.26373626373626,1.5,1.36263736263736,1.16666666666667,1.16666666666667,1.42483660130719,1.125,1.20915032679739,1.26373626373626,1.08333333333334
1.08333333333334,1.14285714285714,1.1,1.09090909090909,1.25,1.46666666666667,1.11111111111111,1.24675324675325,1,1.35555555555556,1,1,1.23333333333333,1.22826086956522,1,1,1.23333333333333,1,1,1,1,1,1,1.28985507246377
1.36796536796537,1.125,1.1,1.36601307189543,1,1.15942028985507,1.11111111111111,1,1,1,1.325,1,1.23333333333333,1.22826086956522,1,1,1.23333333333333,1,1.16666666666667,1,1.18947368421053,1,1,1
1.39130434782609,1.35555555555556,1.23333333333333,1.24675324675325,1.42857142857143,1.43956043956044,1,1.18947368421053,1.36263736263736,1.42483660130719,1.40909090909091,1.49450549450549,1.325,1.47894736842105,1.47058823529412,1.5,1.4,1.43956043956044,1,1.11111111111111,1.325,1.26842105263158,1.14285714285714,1
1.15942028985507,1.43956043956044,1.1,1,1,1.36601307189543,1.42483660130719,1.26842105263158,1,1.52287581699346,1,1.4,1.4,1,1.29411764705882,1.33333333333333,1,1.11111111111111,1,1,1.26842105263158,1,1,1.3030303030303
1,1,1.39473684210526,1,1,1,1,1,1.125,1,1.23333333333333,1,1,1,1.11111111111111,1,1,1,1.16666666666667,1,1.26842105263158,1,1.09090909090909,1.08333333333334
1.08333333333334,1,1,1,1,1,1,1,1,1.1,1,1,1,1,1.11111111111111,1,1,1.11111111111111,1,1,1.50526315789474,1,1,1
1.47894736842105,1.53030303030303,1.47058823529412,1.4,1.54545454545455,1.50526315789474,1.125,1.36601307189543,1.52747252747253,1.48484848484848,1,1.3030303030303,1.42857142857143,1.24675324675325,1.525,1,1.26373626373626,1.3030303030303,1,1.53030303030303,1.53030303030303,1.18947368421053,1.52747252747253,1.09090909090909
1.28985507246377,1.125,1,1.20915032679739,1,1.22826086956522,1,1.17316017316017,1.4,1,1,1,1.125,1.08333333333334,1.26373626373626,1.33333333333333,1,1.11111111111111,1,1,1.26842105263158,1.26842105263158,1.18947368421053,1.15942028985507
1.15942028985507,1.4,1.1,1,1.14285714285714,1.15942028985507,1.11111111111111,1.24675324675325,1.23333333333333,1.26842105263158,1,1.11111111111111,1.125,1.39130434782609,1.29411764705882,1,1.125,1,1,1,1,1.26842105263158,1.33684210526316,1
1,1,1.1,1,1.33333333333333,1.28985507246377,1.14285714285714,1.17316017316017,1,1.325,1.125,1.57142857142857,1,1,1,1,1,1.11111111111111,1.3030303030303,1.11111111111111,1.18947368421053,1,1.17316017316017,1.42483660130719
1.08333333333334,1.125,1.1,1,1,1.08333333333334,1.20915032679739,1,1.23333333333333,1.18947368421053,1,1,1.23333333333333,1.15942028985507,1.11111111111111,1,1,1,1,1,1,1.1,1.09090909090909,1
1,1.125,1,1,1,1.17316017316017,1,1,1,1.50326797385621,1,1.43956043956044,1,1.08333333333334,1,1,1,1,1,1,1,1,1,1.08333333333334
1.09090909090909,1,1,1,1,1,1,1.09090909090909,1,1,1,1.11111111111111,1.23333333333333,1.15942028985507,1.20915032679739,1,1.125,1,1,1,1.33684210526316,1,1,1.15942028985507
1.09090909090909,1,1.18947368421053,1,1,1,1,1,1.125,1,1,1,1.23333333333333,1.08333333333334,1.125,1,1.125,1,1.16666666666667,1,1.1,1,1.09090909090909,1
1.22826086956522,1.125,1,1,1,1,1,1,1,1,1,1,1,1,1.11111111111111,1,1,1.11111111111111,1,1.20915032679739,1.1,1,1.17316017316017,1.08333333333334
1,1,1.1,1,1.14285714285714,1,1,1.09090909090909,1,1.11111111111111,1.125,1,1,1.08333333333334,1,1,1,1.29411764705882,1,1.11111111111111,1,1,1,1
1,1.23333333333333,1,1.09090909090909,1,1,1,1.17316017316017,1.125,1.1,1,1,1.125,1,1,1,1,1.11111111111111,1,1,1,1.18947368421053,1.31168831168831,1
1.08333333333334,1,1,1,1.26373626373626,1,1.11111111111111,1,1.125,1.1,1.23333333333333,1,1.125,1,1,1.33333333333333,1.125,1,1,1.11111111111111,1.1,1.1,1.09090909090909,1.08333333333334
1.22826086956522,1,1,1,1.14285714285714,1.24675324675325,1,1,1.125,1.26842105263158,1.125,1.11111111111111,1,1,1,1,1,1,1.16666666666667,1.11111111111111,1,1,1.09090909090909,1.15942028985507
1.08333333333334,1,1,1.17316017316017,1.14285714285714,1,1.23333333333333,1.09090909090909,1,1,1.125,1,1,1.08333333333334,1,1,1.23333333333333,1.11111111111111,1.3030303030303,1,1,1.18947368421053,1,1.17316017316017
1.45454545454546,1.55555555555556,1.36263736263736,1.47058823529412,1.40909090909091,1.53333333333333,1.50326797385621,1.47058823529412,1.35555555555556,1.50326797385621,1.53333333333333,1.11111111111111,1.49450549450549,1.48913043478261,1.53030303030303,1,1.52747252747253,1.5,1.53333333333333,1.5,1.52747252747253,1.33684210526316,1.47058823529412,1.50326797385621
1.14285714285714,1.53333333333333,1.52747252747253,1.52747252747253,1.46666666666667,1.52941176470588,1.53333333333333,1.45833333333333,2,1.47058823529412,1.4,1.53571428571429,1.43956043956044,1.45454545454546,1,1.6,1.23333333333333,1.2,1.53333333333333,1.325,1.3030303030303,1.48484848484848,1.16666666666667,1.51948051948052
1.15942028985507,1.125,1,1,1,1.08333333333334,1,1,1,1,1,1,1,1,1.20915032679739,1,1,1.325,1,1,1.1,1.18947368421053,1.17316017316017,1
1.15942028985507,1,1.1,1,1,1,1.11111111111111,1.36796536796537,1,1.1,1.125,1,1.125,1,1.20915032679739,1,1,1.11111111111111,1,1.525,1.33684210526316,1.1,1.51948051948052,1
1.09090909090909,1,1,1,1,1,1.20915032679739,1.17316017316017,1,1,1,1,1,1.08333333333334,1,1,1,1,1,1,1.1,1.26842105263158,1,1
1.15942028985507,1,1,1,1,1,1,1.09090909090909,1,1,1.23333333333333,1,1.23333333333333,1,1,1,1.23333333333333,1,1,1.11111111111111,1,1.18947368421053,1,1.08333333333334
1.24675324675325,1,1.26842105263158,1,1,1.08333333333334,1,1.24675324675325,1.125,1,1,1,1.125,1.26842105263158,1.11111111111111,1,1.23333333333333,1,1,1,1.1,1.1,1.36796536796537,1
1,1.36263736263736,1.1,1.33684210526316,1.26373626373626,1.08333333333334,1.20915032679739,1.1,1,1.1,1.23333333333333,1.20915032679739,1.26373626373626,1,1,1,1.125,1.11111111111111,1.40909090909091,1,1.1,1.1,1,1.22826086956522
1,1,1,1,1,1,1.125,1.09090909090909,1.125,1,1,1,1.23333333333333,1.22826086956522,1,1,1.23333333333333,1.20915032679739,1,1,1,1.26842105263158,1,1.08333333333334
1.08333333333334,1.125,1,1.24675324675325,1,1.09090909090909,1,1,1,1,1,1,1,1.08333333333334,1,1,1.125,1,1,1,1.18947368421053,1,1.09090909090909,1
1,1,1,1,1,1,1.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.26842105263158,1,1.45833333333333
1.1,1.14285714285714,1,1,1,1,1.29411764705882,1.16666666666667,1.4,1.53030303030303,1,1.35555555555556,1.35555555555556,1.15942028985507,1.29411764705882,1,1.53030303030303,1.20915032679739,1,1.11111111111111,1,1.4421052631579,1.09090909090909,1.24675324675325
1.33684210526316,1.45833333333333,1.52287581699346,1.41558441558442,1.3030303030303,1.51811594202899,1.47058823529412,1.50649350649351,1.53030303030303,1.52287581699346,1.49450549450549,1.5,1.53333333333333,1.51811594202899,1.325,1.6,1.5,1.49450549450549,1.55555555555556,1.5,1.39473684210526,1.52105263157895,1.41558441558442,1.39130434782609
1.15942028985507,1.125,1,1,1,1,1.11111111111111,1,1,1,1.125,1.11111111111111,1,1.08333333333334,1.50326797385621,1,1,1.20915032679739,1,1,1,1.26842105263158,1.09090909090909,1.15942028985507
1.49450549450549,1,1,1.325,1,1,1.11111111111111,1.17316017316017,1,1,1,1,1.125,1.08333333333334,1,1,1,1,1,1,1,1,1.20915032679739,1.22826086956522
1.08333333333334,1.43956043956044,1,1,1,1.52105263157895,1,1,1,1.47058823529412,1.125,1.49450549450549,1.14285714285714,1.08333333333334,1.11111111111111,1,1,1.29411764705882,1,1,1,1.18947368421053,1.09090909090909,1
1.34420289855073,1.4,1.18947368421053,1.33684210526316,1,1.24675324675325,1.11111111111111,1.18947368421053,1.125,1.33684210526316,1,1.11111111111111,1.23333333333333,1.36796536796537,1.42483660130719,1.33333333333333,1.40909090909091,1.29411764705882,1.40909090909091,1.5,1.26842105263158,1.4,1.24675324675325,1.08333333333334
1.08333333333334,1,1.325,1,1,1,1.23333333333333,1.09090909090909,1,1,1,1,1,1.24675324675325,1,1,1,1.11111111111111,1.16666666666667,1,1.1,1.39473684210526,1,1
1.17316017316017,1,1.1,1.2,1,1.36601307189543,1,1.36263736263736,1,1.20915032679739,1.2,1.26373626373626,1.26373626373626,1.41558441558442,1.43956043956044,1.53333333333333,1.36263736263736,1.2,1,1.52747252747253,1.25,1,1.2,1.08333333333334
1.22826086956522,1.23333333333333,1,1,1,1.31168831168831,1,1.09090909090909,1,1,1,1.40909090909091,1,1,1,1,1.125,1,1.16666666666667,1.11111111111111,1.1,1,1,1.325
1.17316017316017,1.125,1.16666666666667,1.26842105263158,1.26373626373626,1,1.20915032679739,1.52747252747253,1.35555555555556,1.1,1,1,1.52747252747253,1.47894736842105,1.43956043956044,1,1.40909090909091,1,1.2,1.36263736263736,1.50326797385621,1.42483660130719,1,1
1,1,1,1,1,1,1.11111111111111,1.36796536796537,1,1,1.125,1,1.36263736263736,1.34420289855073,1,1,1.26373626373626,1.11111111111111,1.3030303030303,1,1,1.26842105263158,1,1.22826086956522
1.36601307189543,1.35555555555556,1.40909090909091,1.20915032679739,1.53333333333333,1.50649350649351,1.53030303030303,1.18947368421053,1.2,1.52747252747253,1.2,1.55555555555556,1.53333333333333,1.24675324675325,1.26373626373626,2,1.40909090909091,1,1.53571428571429,1.11111111111111,1,1.325,1.50326797385621,1.52287581699346
1.52287581699346,1,1.1,1.14285714285714,1,1,1,1.33684210526316,1,1,1.325,1,1.325,1.08333333333334,1.125,1.5,1,1.23333333333333,1,1.43956043956044,1.40909090909091,1.18947368421053,1.39473684210526,1
1,1,1.1,1,1,1,1.11111111111111,1,1,1,1,1,1.45833333333333,1.08333333333334,1,1,1.23333333333333,1.29411764705882,1,1,1.1,1,1,1
1.28985507246377,1.23333333333333,1,1.17316017316017,1.26373626373626,1,1.29411764705882,1.18947368421053,1.125,1,1.125,1,1.23333333333333,1.22826086956522,1,1,1.23333333333333,1.11111111111111,1,1,1,1.1,1,1
1.18947368421053,1,1.42483660130719,1.50326797385621,1.49450549450549,1.53846153846154,1.35555555555556,1.4,1.125,1.1,1.3030303030303,1,1.3030303030303,1.20915032679739,1.40909090909091,1.33333333333333,1.36263736263736,1.14285714285714,1.25,1,1,1.26373626373626,1.53030303030303,1.50526315789474
1,1,1,1.41558441558442,1,1.15942028985507,1,1.17316017316017,1,1.33684210526316,1,1,1,1.08333333333334,1.20915032679739,1.33333333333333,1,1.11111111111111,1,1.36601307189543,1.11111111111111,1.1,1.17316017316017,1.08333333333334
1.15942028985507,1.23333333333333,1.26842105263158,1,1,1.15942028985507,1,1,1.14285714285714,1,1,1,1,1,1.11111111111111,1,1,1.11111111111111,1.16666666666667,1.4,1,1,1.09090909090909,1
1,1,1,1.09090909090909,1,1,1.52287581699346,1,1.26373626373626,1,1,1,1.125,1,1,1,1,1,1,1,1,1.1,1.31168831168831,1
1.08333333333334,1,1,1,1.14285714285714,1,1.26373626373626,1.09090909090909,1.23333333333333,1,1,1,1.125,1.15942028985507,1,1,1.125,1,1,1,1,1,1,1
1.34420289855073,1,1,1,1,1.08333333333334,1,1.09090909090909,1,1,1.23333333333333,1,1,1,1.11111111111111,1,1,1.29411764705882,1,1,1,1.1,1,1
1.36796536796537,1.125,1,1.09090909090909,1,1.08333333333334,1,1.09090909090909,1,1.1,1.125,1,1.23333333333333,1,1.11111111111111,1,1.14285714285714,1.20915032679739,1,1.11111111111111,1,1,1.17316017316017,1.08333333333334
1.09090909090909,1.125,1.1,1.09090909090909,1,1,1.11111111111111,1,1,1,1.14285714285714,1,1,1,1.20915032679739,1,1.125,1.20915032679739,1,1.42483660130719,1.26842105263158,1.1,1.1,1
1,1,1,1.41558441558442,1.26373626373626,1,1,1,1,1,1,1,1,1,1.29411764705882,1,1,1,1,1,1.1,1,1,1.08333333333334
1,1,1,1,1,1.18947368421053,1.11111111111111,1,1,1.52631578947368,1.125,1.52287581699346,1,1,1,1,1,1,1,1,1,1,1,1
1.28985507246377,1.55555555555556,1,1.09090909090909,1.53333333333333,1.46666666666667,1.525,1,1.36263736263736,1.47894736842105,1.23333333333333,1.52287581699346,1.23333333333333,1.34420289855073,1.20915032679739,1,1.4,1.11111111111111,1.3030303030303,1,1.26842105263158,1.50526315789474,1.1,1
1.18947368421053,1.40909090909091,1.36263736263736,1.23333333333333,1.40909090909091,1.4,1.52747252747253,1.42483660130719,1,1.3030303030303,1.55555555555556,1.16666666666667,1.46666666666667,1.48484848484849,1.36263736263736,1.5,1.54545454545455,1.525,1.40909090909091,1.43956043956044,1.11111111111111,1.50526315789474,1.50326797385621,1.47058823529412
1.1,1,1,1.1,1,1,1.11111111111111,1.31168831168831,1,1,1.23333333333333,1,1,1,1.11111111111111,1,1,1.11111111111111,1,1,1.1,1,1,1.08333333333334
1.46376811594203,1.26373626373626,1.43956043956044,1.50326797385621,1,1.31168831168831,1.36601307189543,1.48484848484848,1.53333333333333,1.50326797385621,1.23333333333333,1.4,1.53030303030303,1.48484848484849,1.23333333333333,2,1.54545454545455,1.53333333333333,1.3030303030303,1.53333333333333,1.5,1.53333333333333,1.53333333333333,1.08333333333334
