"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7"
"PH_BB_6.sorted.bam","6","BB",0.01023,0,0.043475,0.535738,0.471098,0.619233,0.001899,0,0.012277,0.002749,0,0.01598,0.225775,0.180381,0.260828,0.001501,0,0.009697,0.222108,0.179354,0.254371,0.001927,0,0.022877,0.009126,0,0.081975,0.528723,0.444681,0.61258,0.000498,0,0.005046,0.000315,0,0.003879,0.000623,0,0.007826,0.001876,0,0.022945,0.000728,0,0.008965,0.000483,0,0.006126,0.000538,0,0.006776,0.003565,0,0.042736,0.002628,0,0.029894,0.000774,0,0.010377,0.000939,0,0.011391,0.000761,0,0.009924,0.000781,0,0.010782,0.000639,0,0.006661,0.00027,0,0.003178,0.000203,0,0.002344,0.000397,0,0.005049,0.000191,0,0.001797,0.00076,0,0.010181,0.000594,0,0.007183,0.000211,0,0.002092,0.000194,0,0.002037,0.441726,0.357486,0.506342,0.000331,0,0.004396,2e-04,0,0.002472
"PH_BB_7.sorted.bam","7","BB",0.002962,0,0.018627,0.529851,0.467583,0.627815,0.002338,0,0.014465,0.012679,0,0.038214,0.227586,0.177635,0.262831,0.0028,0,0.015239,0.221784,0.178284,0.253685,0.000613,0,0.007879,0.000617,0,0.008074,0.525296,0.458896,0.625381,0.00029,0,0.003412,0.001516,0,0.019918,0.000244,0,0.002835,0.001389,0,0.016901,0.001256,0,0.017146,0.000561,0,0.006868,0.002977,0,0.023145,0.000948,0,0.010141,0.001729,0,0.017334,0.000566,0,0.00723,0.013796,0,0.071951,0.000771,0,0.011097,0.000699,0,0.008815,0.000774,0,0.009298,0.00041,0,0.005279,0.001563,0,0.019694,0.00051,0,0.00708,0.000245,0,0.003103,0.000755,0,0.008649,0.003218,0,0.040666,0.000844,0,0.0118,0.000838,0,0.011033,0.436082,0.350297,0.499619,0.001155,0,0.014262,0.000338,0,0.004002
"PH_BB_8.sorted.bam","8","BB",0.00351,0,0.019651,0.536052,0.464642,0.643507,0.002172,0,0.012795,0.002348,0,0.013815,0.231086,0.177145,0.286127,0.005999,0,0.025196,0.218833,0.168739,0.25394,0.000338,0,0.003993,0.000889,0,0.011039,0.522378,0.407846,0.636889,0.000655,0,0.008468,0.000782,0,0.009057,0.000207,0,0.002367,0.000606,0,0.008346,0.000581,0,0.007393,0.00039,0,0.005123,0.000489,0,0.006489,0.00246,0,0.031685,0.020589,0,0.130406,0.000861,0,0.009616,0.000651,0,0.007725,0.000907,0,0.010844,0.000801,0,0.010321,0.003863,0,0.038001,0.000623,0,0.008657,0.000814,0,0.011355,0.003256,0,0.034906,0.000677,0,0.009229,0.000934,0,0.01132,0.000645,0,0.009183,0.00062,0,0.007884,0.000675,0,0.009747,0.43254,0.331062,0.501253,0.001289,0,0.015689,0.000482,0,0.006207
"PH_BB_9.sorted.bam","9","BB",0.005805,0,0.027512,0.509933,0.444727,0.605158,0.002142,0,0.011733,0.0052,0,0.025303,0.238936,0.192435,0.271684,0.001688,0,0.010293,0.236295,0.192453,0.266153,0.002482,0,0.023842,0.002077,0,0.02599,0.507267,0.441083,0.603482,0.001209,0,0.014917,0.000457,0,0.005381,0.000189,0,0.00224,0.001794,0,0.020965,0.001405,0,0.01949,0.000627,0,0.008449,0.000593,0,0.008004,0.000657,0,0.007586,0.000607,0,0.005891,0.000869,0,0.010347,0.004239,0,0.044997,0.000533,0,0.006365,0.000538,0,0.006752,0.000328,0,0.004159,0.000404,0,0.005373,0.000667,0,0.008617,0.000421,0,0.004124,0.000315,0,0.003664,0.000372,0,0.004316,0.000459,0,0.004655,0.000338,0,0.004313,0.000484,0,0.005928,0.470012,0.381785,0.530878,0.000388,0,0.003556,0.000269,0,0.003654
"PH_BC_10.sorted.bam","10","BC",0.001783,0,0.011033,0.005503,0,0.025414,0.509095,0.47995,0.537464,0.025099,3.2e-05,0.059154,0.424003,0.396172,0.448704,0.0024,0,0.0136,0.032118,2.6e-05,0.056461,0.000305,0,0.003814,0.000462,0,0.006292,0.001518,0,0.017049,0.000543,0,0.007644,0.001141,0,0.015236,0.096657,0.052158,0.139403,0.000667,0,0.008111,0.004178,0,0.035954,0.039968,0,0.11621,0.000679,0,0.008923,0.000308,0,0.003375,0.000879,0,0.011478,0.781968,0.711382,0.852833,0.002162,0,0.025603,0.00019,0,0.002408,0.000518,0,0.006946,0.000778,0,0.010269,0.001043,0,0.013355,0.001318,0,0.017483,0.000313,0,0.003925,0.000275,0,0.003542,0.000458,0,0.005491,0.000533,0,0.006783,0.000212,0,0.002546,0.000546,0,0.006894,0.061995,0,0.110992,0.000278,0,0.003557,0.000107,0,0.001281
"PH_BC_11.sorted.bam","11","BC",0.003211,0,0.018718,0.014953,0,0.048895,0.526567,0.485234,0.569439,0.016821,0,0.057546,0.410103,0.373166,0.442737,0.009016,0,0.038818,0.019329,1e-06,0.057362,0.000456,0,0.005829,0.00136,0,0.02028,0.001319,0,0.018135,0.000277,0,0.002986,0.001644,0,0.020444,0.146119,0.090719,0.199305,0.000888,0,0.011312,0.001453,0,0.014838,0.007557,0,0.071249,0.001671,0,0.019306,0.001665,0,0.019398,0.013574,0,0.086758,0.748299,0.642528,0.837755,0.015337,0,0.089403,0.007601,0,0.065449,0.000543,0,0.007593,0.003163,0,0.043602,0.001255,0,0.018077,0.003504,0,0.037023,0.001036,0,0.012937,0.003359,0,0.030917,0.000777,0,0.009519,0.006074,0,0.047029,0.001864,0,0.025693,0.001559,0,0.021572,0.025094,0,0.109823,0.001813,0,0.025365,0.000739,0,0.008809
"PH_BC_1.sorted.bam","1","BC",0.005956,0,0.026696,0.014687,0,0.047526,0.480284,0.444954,0.513414,0.041542,0.013161,0.072336,0.411205,0.375201,0.440783,0.004842,0,0.026762,0.041484,0.000826,0.072368,0.000837,0,0.009031,0.003452,0,0.039392,0.001321,0,0.017241,0.001282,0,0.017375,0.003616,0,0.043859,0.12376,0.076295,0.167434,0.0033,0,0.034484,0.013334,0,0.085372,0.015484,0,0.117598,0.000932,0,0.011702,0.00111,0,0.015305,0.004913,0,0.045971,0.691362,0.614567,0.769157,0.042892,0,0.12636,0.000366,0,0.004405,0.000779,0,0.00956,0.000667,0,0.008903,0.000766,0,0.008706,0.00581,0,0.05116,0.000922,0,0.012951,0.000217,0,0.002548,0.000315,0,0.004161,0.000751,0,0.008579,0.00054,0,0.00695,4e-04,0,0.004439,0.080479,0,0.142796,0.000306,0,0.00398,8.9e-05,0,0.001125
"PH_BC_2.sorted.bam","2","BC",0.00171,0,0.011294,0.00259,0,0.018101,0.569998,0.534891,0.599728,0.016397,0,0.066571,0.406806,0.372172,0.434884,0.001031,0,0.007455,0.001468,0,0.010527,0.000369,0,0.004605,0.000469,0,0.006161,8e-04,0,0.011384,0.000517,0,0.006188,0.000479,0,0.003942,0.153938,0.090218,0.208943,0.000734,0,0.009796,0.001679,0,0.02381,0.022984,0,0.122417,0.001944,0,0.023833,0.000499,0,0.005881,0.000443,0,0.005713,0.807277,0.737842,0.863058,0.002945,0,0.041294,0.00049,0,0.006159,0.000167,0,0.001948,0.000149,0,0.001556,0.000459,0,0.005685,0.000255,0,0.003095,0.000524,0,0.006062,0.000131,0,0.001485,0.000296,0,0.003698,0.000362,0,0.004046,0.000405,0,0.005245,0.000309,0,0.003399,0.000944,0,0.011841,0.000249,0,0.00304,0.000186,0,0.002537
"PH_BC_3.sorted.bam","3","BC",0.00397,0,0.026349,0.004013,0,0.025153,0.513007,0.479411,0.546574,0.018517,1e-06,0.049631,0.411153,0.381889,0.434242,0.003456,0,0.019133,0.045883,0.000276,0.073299,0.000305,0,0.003843,0.000691,0,0.008044,0.000336,0,0.004261,0.001762,0,0.022473,0.00233,0,0.032635,0.14433,0.095813,0.187365,0.00372,0,0.049068,0.002477,0,0.033563,0.012707,0,0.091799,0.000915,0,0.012909,0.000317,0,0.004116,0.000466,0,0.00576,0.718588,0.64282,0.823674,0.013554,0,0.078563,0.000283,0,0.003345,0.000571,0,0.006486,0.000705,0,0.009534,0.001433,0,0.02029,0.002341,0,0.02759,0.000311,0,0.003169,0.00023,0,0.00308,0.000268,0,0.003364,0.000686,0,0.009196,0.000534,0,0.00587,0.000406,0,0.005278,0.088504,0,0.143956,0.001091,0,0.015827,0.000139,0,0.001474
"PH_BC_4.sorted.bam","4","BC",0.00083,0,0.005844,0.000637,0,0.004323,0.571765,0.551587,0.591288,0.005022,0,0.036435,0.420284,0.394976,0.440186,0.000702,0,0.004892,0.000759,0,0.005442,0.000129,0,0.001407,0.000127,0,0.001589,9.8e-05,0,0.000964,0.000595,0,0.007727,0.000489,0,0.005378,0.146656,0.108247,0.185993,0.000227,0,0.002949,0.000111,0,0.001301,0.008725,0,0.070062,0.000208,0,0.002442,0.00013,0,0.001518,0.000111,0,0.001385,0.839461,0.788127,0.879736,0.000206,0,0.002022,8.3e-05,0,0.000939,0.000172,0,0.001986,0.000127,0,0.001564,0.000491,0,0.006584,0.000174,0,0.002253,0.000135,0,0.001815,9.8e-05,0,0.001082,0.000152,0,0.001855,0.000112,0,0.001257,0.000456,0,0.005573,0.000184,0,0.002021,0.000358,0,0.00452,0.000108,0,0.001263,7.4e-05,0,0.000892
"PH_BC_5.sorted.bam","5","BC",0.002299,0,0.013714,0.002002,0,0.01198,0.488679,0.456784,0.519845,0.050165,0.023673,0.080384,0.399904,0.371106,0.425978,0.005968,0,0.02754,0.050984,0.017578,0.075096,0.000508,0,0.006441,0.000278,0,0.00305,0.000429,0,0.005651,0.000735,0,0.008793,0.000804,0,0.011055,0.090695,0.048487,0.134597,0.000684,0,0.008604,0.000948,0,0.012145,0.088877,0.026494,0.150297,0.003084,0,0.029313,0.000231,0,0.002638,0.000356,0,0.00437,0.7031,0.628714,0.794385,0.000506,0,0.006504,0.000163,0,0.001776,0.000997,0,0.012887,0.000368,0,0.004227,0.001929,0,0.022821,0.002528,0,0.0264,0.000559,0,0.007516,0.000477,0,0.006568,0.000659,0,0.008399,0.000391,0,0.004755,0.000523,0,0.00619,0.000619,0,0.006954,0.094728,0,0.148051,0.0046,0,0.046514,0.000223,0,0.002729
"PH_BC_6.sorted.bam","6","BC",0.00121,0,0.007961,0.002539,0,0.016658,0.553436,0.531481,0.574571,0.002473,0,0.017115,0.436939,0.415262,0.455475,0.001373,0,0.009082,0.002028,0,0.011407,0.00019,0,0.002403,0.000242,0,0.002973,0.000557,0,0.007538,0.000598,0,0.007125,0.001917,0,0.025583,0.113835,0.075751,0.154126,0.000427,0,0.005277,0.000537,0,0.0072,0.002515,0,0.030761,0.000266,0,0.003332,0.000164,0,0.001988,0.000119,0,0.001182,0.87243,0.827666,0.910031,0.000299,0,0.003417,0.000112,0,0.001247,0.000271,0,0.003212,0.000413,0,0.005102,0.000643,0,0.007399,0.000367,0,0.004329,0.000171,0,0.001825,0.000144,0,0.001561,0.00034,0,0.003652,0.000736,0,0.008878,0.001099,0,0.013884,0.00027,0,0.003402,0.000472,0,0.005809,0.000595,0,0.007724,0.000272,0,0.003587
"PH_BC_7.sorted.bam","7","BC",0.068846,0.03921,0.104996,0.061949,0.009292,0.113257,0.270965,0.23858,0.300201,0.026014,3e-06,0.061853,0.357206,0.310005,0.396728,0.065336,0.031953,0.100611,0.149684,0.088287,0.193224,0.000181,0,0.001844,0.023901,0,0.203451,0.000146,0,0.001741,0.067966,0,0.173865,0.048401,0,0.186144,0.00012,0,0.001357,0.007992,0,0.072522,0.001691,0,0.024007,0.000758,0,0.008865,8.4e-05,0,0.000973,0.000403,0,0.005003,0.001011,0,0.013868,0.420843,0.343069,0.540521,0.000387,0,0.004798,9.5e-05,0,0.001066,0.035261,0,0.150053,0.046321,0,0.142641,0.003452,0,0.045188,0.04078,0,0.120214,0.00078,0,0.009947,0.000146,0,0.001799,0.001807,0,0.025199,0.002281,0,0.031132,0.000271,0,0.003377,0.000251,0,0.002503,0.290798,0.142347,0.378542,0.003786,0,0.062623,8.6e-05,0,0.001119
"PH_BC_8.sorted.bam","8","BC",0.049936,0.015927,0.084888,0.025042,2e-06,0.067522,0.40871,0.36482,0.45361,0.053133,0.016836,0.08807,0.409558,0.35467,0.453457,0.005121,0,0.027467,0.048501,0.011165,0.078704,0.002286,0,0.03048,0.002267,0,0.036165,0.001146,0,0.015534,0.006645,0,0.085615,0.008044,0,0.061517,0.040107,0,0.116886,0.028697,0,0.139093,0.024942,0,0.120719,0.002001,0,0.021884,0.000411,0,0.004351,0.028252,0,0.128545,0.003339,0,0.037201,0.687525,0.56235,0.801686,0.045825,0,0.159768,0.01515,0,0.092751,0.001938,0,0.028588,0.000652,0,0.005967,0.001693,0,0.022812,0.002215,0,0.030964,0.001177,0,0.014894,0.000592,0,0.007313,0.027501,0,0.126902,0.008547,0,0.075202,0.031299,0,0.130048,0.001764,0,0.021618,0.022699,0,0.123348,0.001382,0,0.020913,0.001905,0,0.031197
"PH_BC_9.sorted.bam","9","BC",0.001331,0,0.009653,0.070814,0.023428,0.124175,0.399622,0.359694,0.432607,0.055937,0.02331,0.091457,0.381883,0.343599,0.418481,0.00198,0,0.013915,0.088434,0.059301,0.119178,0.000164,0,0.001921,4e-04,0,0.004772,0.000448,0,0.004548,0.000432,0,0.005036,0.115989,0,0.194509,0.000337,0,0.004437,0.000463,0,0.005066,0.022867,0,0.13532,0.079714,0,0.170379,0.00082,0,0.009269,0.000255,0,0.002729,0.000594,0,0.007456,0.592874,0.497894,0.680823,0.004389,0,0.047683,0.000285,0,0.003259,0.000209,0,0.002468,0.000428,0,0.004747,0.000767,0,0.010152,0.001213,0,0.015111,0.000479,0,0.005884,0.000172,0,0.00231,0.000575,0,0.005629,0.000454,0,0.005824,0.008794,0,0.112482,0.001588,0,0.022004,0.164604,0.071777,0.22758,0.000522,0,0.00655,0.000166,0,0.002004
"PH_CA_12.sorted.bam","12","CA",0.569672,0.507586,0.637104,0.001245,0,0.009302,0.002689,0,0.016704,0.002234,0,0.013022,0.057654,0.025417,0.100548,0.320489,0.27392,0.367118,0.046018,0.013511,0.07429,0.453708,0.369069,0.55194,0.000413,0,0.005099,0.000207,0,0.002518,0.000307,0,0.003116,0.000188,0,0.002043,0.001323,0,0.013535,0.001063,0,0.014022,0.000219,0,0.00239,0.000324,0,0.004287,0.000514,0,0.006455,0.008808,0,0.091895,0.000346,0,0.003801,0.000845,0,0.010447,0.000711,0,0.009947,0.00069,0,0.008159,0.220889,0.099789,0.349752,0.000721,0,0.008426,0.000821,0,0.010797,0.000732,0,0.010731,0.013895,0,0.097306,0.201454,0.129447,0.27737,0.000449,0,0.005514,0.000188,0,0.002258,0.000247,0,0.003133,0.00039,0,0.005399,0.089323,0.024815,0.147131,0.001013,0,0.014218,0.000213,0,0.002403
"PH_CA_1.sorted.bam","1","CA",0.571654,0.504194,0.65522,0.001302,0,0.008995,0.000848,0,0.005957,0.001309,0,0.00824,0.057255,0.007497,0.100005,0.316236,0.268235,0.365824,0.051396,0.009784,0.087992,0.426516,0.330996,0.519209,0.000437,0,0.005391,0.000368,0,0.004767,0.000119,0,0.001323,0.000172,0,0.00219,0.000271,0,0.003255,0.000159,0,0.002039,0.000238,0,0.002593,0.000193,0,0.002272,0.000308,0,0.003713,0.014659,0,0.16147,0.000318,0,0.003225,0.000248,0,0.003204,0.000661,0,0.008461,0.000255,0,0.002928,0.274169,0.152774,0.41913,0.000361,0,0.004638,0.000204,0,0.001792,0.000476,0,0.005526,0.002513,0,0.029452,0.174838,0.088375,0.249057,0.000733,0,0.010718,0.000343,0,0.004376,0.000217,0,0.00275,0.000274,0,0.003524,0.0956,0,0.175153,0.005072,0,0.06691,0.000276,0,0.003306
"PH_CA_2.sorted.bam","2","CA",0.57755,0.503741,0.657984,0.001907,0,0.012655,0.003254,0,0.019029,0.004529,0,0.027868,0.042903,9e-05,0.090231,0.350591,0.299309,0.40178,0.019266,0,0.06436,0.47187,0.364894,0.602407,0.000289,0,0.003903,0.000696,0,0.008579,0.000533,0,0.006343,0.000438,0,0.005977,0.000464,0,0.005919,0.000702,0,0.007377,0.000378,0,0.004551,0.000546,0,0.006633,0.001431,0,0.018499,0.019234,0,0.144866,0.000514,0,0.006939,0.002356,0,0.029283,0.002343,0,0.031427,0.010515,0,0.06586,0.190053,0.003285,0.348245,0.000351,0,0.00397,0.000978,0,0.011771,0.000648,0,0.009159,0.009067,0,0.114723,0.248504,0.152781,0.335213,0.000551,0,0.006537,0.000454,0,0.00481,0.000729,0,0.01044,0.001577,0,0.020878,0.031262,0,0.124337,0.003077,0,0.038584,0.000441,0,0.005865
"PH_CA_3.sorted.bam","3","CA",0.596581,0.528252,0.66836,0.001085,0,0.007504,0.004388,0,0.023378,0.00115,0,0.008236,0.02939,1.3e-05,0.065577,0.342455,0.295023,0.39328,0.024953,0,0.063855,0.463235,0.371783,0.562921,0.000252,0,0.003099,0.000203,0,0.002283,0.001582,0,0.021416,0.000202,0,0.001917,0.000385,0,0.005392,0.000268,0,0.002893,0.000157,0,0.001762,0.000177,0,0.002061,0.000137,0,0.001521,0.004224,0,0.046497,0.000373,0,0.004916,0.004782,0,0.044433,0.000781,0,0.008461,0.000384,0,0.005138,0.259353,0.131979,0.419691,0.000343,0,0.004037,0.000847,0,0.011457,0.000447,0,0.004432,0.001394,0,0.018618,0.211018,0.120474,0.291684,0.001012,0,0.011689,0.000436,0,0.005392,0.000413,0,0.005872,0.000195,0,0.002346,0.046459,0,0.125936,0.000489,0,0.005727,0.00045,0,0.005571
"PH_CA_6.sorted.bam","6","CA",0.561777,0.488306,0.639156,0.001183,0,0.008363,0.003484,0,0.020834,0.001125,0,0.008052,0.064503,0.031562,0.106876,0.325481,0.272518,0.376262,0.042448,2e-06,0.091051,0.410366,0.310133,0.598472,0.00022,0,0.002618,0.000151,0,0.001696,0.001374,0,0.018238,0.000424,0,0.005484,0.000377,0,0.004865,0.000462,0,0.004893,0.000194,0,0.002275,0.000394,0,0.004038,0.000232,0,0.002783,0.000867,0,0.010092,0.000262,0,0.00312,0.002277,0,0.030263,0.000281,0,0.003797,0.000672,0,0.009191,0.297979,1.1e-05,0.50084,0.000536,0,0.006778,0.001199,0,0.015237,0.000234,0,0.002481,0.043772,0,0.159504,0.153119,7e-06,0.279504,0.00192,0,0.027053,0.000429,0,0.005402,0.000546,0,0.006515,0.000221,0,0.002434,0.080202,0,0.176507,0.001003,0,0.013115,0.000287,0,0.003488
"PH_CA_7.sorted.bam","7","CA",0.550248,0.489176,0.623818,0.001351,0,0.010368,0.001544,0,0.010283,0.00082,0,0.005969,0.046867,0.008533,0.090997,0.366091,0.317715,0.41708,0.033079,0.001995,0.060121,0.538516,0.452886,0.62192,0.000185,0,0.002347,0.00025,0,0.002757,0.000291,0,0.003685,0.000212,0,0.002122,0.000617,0,0.007511,0.000176,0,0.002068,0.000141,0,0.001642,0.000107,0,0.001198,0.000208,0,0.002349,0.004642,0,0.059985,0.000806,0,0.009917,0.000411,0,0.004723,0.000306,0,0.003746,0.012891,0,0.067757,0.017036,0,0.131556,0.000631,0,0.008167,0.000566,0,0.007475,0.000243,0,0.002502,0.006457,0,0.064581,0.350248,0.277944,0.411228,0.001133,0,0.013316,0.000227,0,0.002539,0.000268,0,0.002862,0.00025,0,0.002739,0.055332,0,0.113151,0.006753,0,0.067809,0.001098,0,0.014473
"PH_CA_8.sorted.bam","8","CA",0.575556,0.510452,0.655486,0.00109,0,0.007519,0.002259,0,0.016326,0.001157,0,0.007414,0.034108,8e-06,0.068913,0.354415,0.305293,0.402637,0.031416,4e-06,0.065565,0.43648,0.34337,0.534673,0.000459,0,0.004968,0.000162,0,0.001825,0.000631,0,0.007685,0.000322,0,0.003433,0.000126,0,0.0015,0.000283,0,0.003559,0.000149,0,0.00168,0.000201,0,0.002513,0.000202,0,0.002397,0.000668,0,0.00801,0.000315,0,0.003811,0.002522,0,0.029477,0.000755,0,0.010354,0.000806,0,0.010153,0.275667,0.141722,0.405737,0.000319,0,0.003843,0.000432,0,0.004875,0.000291,0,0.003585,0.002106,0,0.027266,0.214483,0.14136,0.286741,0.000442,0,0.00443,0.000292,0,0.003483,0.000156,0,0.001894,0.000229,0,0.002735,0.06024,0,0.128739,0.001048,0,0.013314,0.000213,0,0.00243
"PH_CR_10.sorted.bam","10","CR",0.239987,0.178617,0.308396,0.001574,0,0.011971,0.003154,0,0.022449,7e-04,0,0.004478,0.134907,0.070316,0.183753,0.483475,0.429115,0.543061,0.136202,0.084388,0.184866,0.0017,0,0.020819,0.000543,0,0.00685,0.000319,0,0.003135,0.001463,0,0.01714,0.000329,0,0.004028,0.000331,0,0.004012,0.000192,0,0.002257,0.00014,0,0.001698,0.000308,0,0.003709,0.000175,0,0.002176,0.000416,0,0.005223,0.000163,0,0.001693,0.000258,0,0.003106,0.000164,0,0.001909,0.000106,0,0.001241,0.47329,0.340483,0.613077,0.001017,0,0.013434,0.003013,0,0.042016,0.000135,0,0.001311,0.000689,0,0.009473,0.242997,0.165539,0.309202,0.000669,0,0.008726,0.000319,0,0.003866,0.000274,0,0.003716,0.000111,0,0.001349,0.267912,0.140442,0.365869,0.002811,0,0.027975,0.000155,0,0.00202
"PH_CR_11.sorted.bam","11","CR",0.221103,0.159066,0.29713,0.000943,0,0.006743,0.000893,0,0.006619,0.000537,0,0.003899,0.132563,0.015501,0.185824,0.505559,0.445737,0.586554,0.138402,0.092232,0.190223,0.000405,0,0.005014,0.000136,0,0.001724,0.000176,0,0.002119,0.000207,0,0.002355,0.000135,0,0.001512,8.3e-05,0,0.000904,0.000205,0,0.002411,0.000114,0,0.001368,0.000143,0,0.00147,8e-05,0,0.000924,0.002787,0,0.046199,0.000197,0,0.002135,0.000152,0,0.001854,0.000151,0,0.001697,9.8e-05,0,0.001078,0.437826,0.317419,0.580418,0.000698,0,0.008866,0.000837,0,0.010045,0.000194,0,0.001902,0.001466,0,0.017301,0.277281,0.190101,0.344364,0.000234,0,0.002509,0.000254,0,0.002725,0.000147,0,0.001689,0.000107,0,0.001358,0.260179,0,0.368911,0.015536,0,0.202143,0.000174,0,0.001973
"PH_CR_12.sorted.bam","12","CR",0.212365,0.150954,0.284999,0.000824,0,0.005978,0.001481,0,0.017847,0.000496,0,0.003509,0.124789,0.025008,0.175446,0.536633,0.479118,0.601886,0.123411,0.06239,0.173299,0.000523,0,0.006157,0.000353,0,0.004022,0.000181,0,0.002008,0.000311,0,0.003908,0.000151,0,0.001852,9e-05,0,0.001109,0.000114,0,0.001235,9.2e-05,0,0.001092,9.9e-05,0,0.001187,0.000103,0,0.001094,0.001317,0,0.017242,0.000136,0,0.001602,0.000797,0,0.006622,9.9e-05,0,0.00117,0.000449,0,0.005451,0.421317,0.299041,0.564291,0.000346,0,0.004106,0.001326,0,0.010517,0.000259,0,0.003021,0.004292,0,0.054057,0.320919,0.250087,0.385726,0.000272,0,0.003384,0.000207,0,0.00256,9.7e-05,0,0.001152,0.000123,0,0.001498,0.242039,9.8e-05,0.344558,0.003886,0,0.078256,9.9e-05,0,0.001081
"PH_CR_1.sorted.bam","1","CR",0.229322,0.170988,0.301115,0.001615,0,0.013378,0.001038,0,0.007443,0.00071,0,0.005248,0.115776,0.000138,0.1684,0.527622,0.469646,0.603573,0.123915,0.087328,0.167696,0.000616,0,0.007202,0.000298,0,0.002985,0.000183,0,0.002202,0.000447,0,0.00435,2e-04,0,0.002445,0.000109,0,0.001168,0.000238,0,0.002796,0.000147,0,0.001755,0.000129,0,0.001606,8.5e-05,0,0.000967,0.000353,0,0.004409,0.000318,0,0.003185,0.000282,0,0.003392,0.000219,0,0.002558,0.000143,0,0.001508,0.455575,0.340367,0.597122,0.001673,0,0.020583,0.000628,0,0.008148,0.000403,0,0.005088,0.002389,0,0.031544,0.287832,0.178939,0.363367,0.000503,0,0.005807,0.000229,0,0.002513,0.000174,0,0.002227,0.000114,0,0.001337,0.227707,0,0.333132,0.018912,0,0.209816,9.6e-05,0,0.00111
"PH_CR_2.sorted.bam","2","CR",0.248627,0.181679,0.326678,0.001122,0,0.009454,0.00165,0,0.018131,0.000585,0,0.00398,0.106786,0.015941,0.159356,0.531259,0.476531,0.59788,0.109971,0.051662,0.15952,0.000443,0,0.005833,0.000178,0,0.001868,0.000117,0,0.001253,0.000281,0,0.003231,0.000154,0,0.001638,0.000145,0,0.001626,0.000212,0,0.002388,0.000137,0,0.001695,9.7e-05,0,0.001124,9.1e-05,0,0.001092,0.000349,0,0.004863,0.000669,0,0.006683,0.001913,0,0.034256,0.000106,0,0.00128,1e-04,0,0.001118,0.494945,0.361501,0.650362,0.000674,0,0.008587,0.000412,0,0.004966,0.000252,0,0.003019,0.001318,0,0.01675,0.27761,0.190999,0.349635,0.000404,0,0.005005,0.000197,0,0.002211,0.000153,0,0.001595,0.000185,0,0.002138,0.209019,0,0.316145,0.009698,0,0.122973,0.000143,0,0.00162
"PH_CR_3.sorted.bam","3","CR",0.252338,0.190699,0.320293,0.003009,0,0.02459,0.001785,0,0.013894,0.000625,0,0.004702,0.112222,0.057415,0.16292,0.517904,0.459516,0.575217,0.112118,0.057306,0.163885,0.000315,0,0.00384,0.000544,0,0.006355,0.000456,0,0.006116,0.000319,0,0.004043,0.000292,0,0.003393,8.4e-05,0,0.000938,0.000243,0,0.002465,0.000182,0,0.001945,8.5e-05,0,0.001011,8.2e-05,0,0.000977,0.000474,0,0.006345,0.000254,0,0.002868,0.000269,0,0.002876,0.000114,0,0.001213,0.000136,0,0.001442,0.50174,0.375721,0.637816,0.003653,0,0.047174,0.002234,0,0.027268,0.000309,0,0.003504,0.000827,0,0.010596,0.263243,0.19111,0.33052,0.000727,0,0.008248,0.000179,0,0.001622,0.000203,0,0.002156,0.000153,0,0.001791,0.222235,0.112794,0.323925,0.00056,0,0.007406,8.9e-05,0,0.000965
